IdCustomer,Text,Target
2750,qualité prix raisonnable,Positive
735,J'ai adoré,Positive
3690,Pas mal du tout,Positive
2944,Un bon idée pour le décor de maison,Positive
3368,panneaux reçus à couleur blanc sale et non blanche comme j'ai choisi...je suis non satisfait en tant que client de jumia.,Positive
4027,"Effet très naturel et une jolie couleur rose , merci pour le cadeau",Positive
3091,"très pratique et gain d'espace, je trouve que c un bon investissement pr ceux ayant bcp de crèmes et lotions , ya une partie pr rouge à lèvres en haut aussi, j'ai hésité entre cette couleur et la transparente vendu chez un autre , mais cette couleur est mieux",Positive
1880,Rapport qualité prix ....Acceptable,Neutre
499,Ok j'aime,Positive
1846,De le mettre encore,Positive
995,Très pratique pour les enfants et l'élastique est souple. Je conseille vivement.,Positive
331,votre fournisseur c'est un arnaqueur....le produit EC 55 expert se mélange avec 400 litres pour .0.250 l de produit...pour le meme prix ce qui est fournis avec se melande avec 50 litres les 0.250 litres.... Jumia a la qualité de vente et livré...mais vous n'avez pas la main mise sur vos fournisseurs....cet année j'ai perdu au moins 1000 d de produits contre façon..,Negative
1060,Je l’ai acheter en promo merci,Positive
1278,Tout est bien,Positive
1589,Produits excellent à bas prix,Positive
1894,"article très fragile, plastique de très mauvaise qualité. ne tient pas dans l'armoire et ne porte pas plus d'un pantalon. Je ne recommande pas!!! à éviter",Negative
3861,Magnifique !!,Positive
2032,"Bonne qualité,  jolie design",Positive
1372,ideal pour les main,Positive
743,Ça se détériore très vite dommage,Negative
4110,Produit non conforme,Negative
1133,Très protectrices et les élastiques sont très souples et douces ne font pas mal aux oreilles,Positive
620,Produit efficace avec une très agréable odeur !,Positive
4162,Bonne qualité,Positive
2899,Beau design,Positive
1767,produit correspond parfaitement à la description,Positive
578,j'aime bcp l'odeur et la fraicheur du linge après chaque lavage ! je vous invite à l'essayer et je vous garantie que vous n'acheterez que cette marque !,Positive
1352,Un bon produit,Positive
3535,Tres bon produit,Positive
705,Très efficace et très utile...,Positive
4060,"Super texture, magnifique couleur
J'adore",Positive
1101,"Contient de l'alcool(s'enflame et s'évaopre), donc vrai gel hydro alcoolique. Recommandé.",Positive
950,Bon produit conforme à mes attentes,Positive
1207,"Le rapport de qualité et prix, est parfait.",Positive
3761,4 étoiles,Positive
3932,C'est ma meilleure,Neutre
3097,Donne un bon regard au décor et économise l'espace; Minimise le chaos.,Positive
1762,J’aime bien mais ya des problèmes de courants.. faite attention mais ce n’ai pas un produit défaillant comme je l’ai depuis 1mois,Neutre
939,J'ai trouvé le même produit moins cher ailleurs (10dt),Neutre
3178,"Bien car produit acheté soldé mais bien faire attention aux mesures ( je ne l’avais pas fait ! ) car entre le texte sur la photo présente et le produit reçu alors ça fait petit en hauteur.

Ceci étant , ce n’est pas la faute du vendeur. Je serais plus vigilante la prochaine fois et regarderais bien les mesures ( hauteur et largeur ) car la photo de présentation paraissait bien plus grande que ce que j’ai reçu.",Neutre
2645,"Excellent produit !
Je l'ai acheté deux fois et c'est génial !",Positive
3160,Bien fait????,Positive
3823,Très joli rendu,Positive
2609,Bonne qualitè,Positive
3811,J’aime pas,Negative
882,Rapport qualité et prix est excellent,Positive
1547,Le produit vous épargne l'utisation de sel et de liquide de finition,Positive
2039,Fourure d'un seul côté,Positive
589,bien par rapport aux autres,Neutre
2208,Je suis très satisfaire de ce produit et tous ceux qui le voient l&#039;aime beaucoup aussi,Positive
903,Un bon produit,Positive
494,"Efficace et économique, domage que cet article n'est plus disponible sur jumia",Positive
581,Très bonne qualité,Positive
918,Bon rapport qualité/prix,Positive
4068,Très pigmenté,Positive
569,Bonne qualité,Positive
478,C'est pas du vrai miel,Negative
3035,Un bon produit,Positive
3994,"mouch normaaaaal ♡♡♡
texture 100% conforme a celui que  j'avais il tiens tte une journée",Positive
1134,Je conseille vivement ce produit,Positive
2830,"Le concept est bien, mais vraiment trop petit",Positive
1396,C ma 3 eme cmd de ce mm article très bon rapport qualité prix,Positive
711,Mauvaise finition et très fragile,Negative
982,"Produit conforme à la description, de très bonne qualité et la livraison était rapide.",Positive
2980,J aimerais  encore en acheté svp,Positive
3063,Assez dur pour assembler,Positive
3770,Texture fondante et moyennement pigmentée pour un effet glamour très soft. Je vous conseille de prendre une couleur un peu plus foncée que la teinte désirée,Positive
3207,Je ne recommande pas ce produit,Negative
65,excellente qualité,Positive
1099,Bonne qualité.,Positive
392,Bonne quantité,Neutre
3224,Pratique,Neutre
798,"Trés bonne qualité, vous pouvez même régler la taille du masque, j'adore !",Positive
3226,Tres simple et maniable,Positive
2885,"Luxe,j'aime",Positive
3414,Répond à sa fonction et de très bonne qualité pour un prix abordable. ????????????????????????,Positive
1791,Ça fonctionne bien !!,Positive
3124,"Un plastique   lourd , il est trop léger",Neutre
3722,j'ai bien apprécié ça,Positive
3988,Produit pro,Positive
2559,Fait son boulot c'est bon,Positive
1414,Bon produit,Positive
2527,"Produit authentique, livraison super rapide",Positive
4268,C'est pratique,Positive
1364,Un bon produit,Positive
2503,J'ai adorééé,Positive
2803,Très pratique,Positive
1453,Instable sur le plan odeur et densité. En tout cas pas conforme à sa première apparition.,Negative
1389,Produit moi efficace que commande déjà faite au début de l'année 202,Neutre
3191,très cher,Positive
246,Les enfants l'aime !!,Positive
371,"Ce produit est déconseillé, c'est une arnaque, Ancienne huile, sans gout et très légère.
Un produit nul",Negative
457,"Au premier coup d'œuil  ce miel a l'aire d'être bon , pourvu qu'il soit réellement naturel et sans aucun rajout d'un quelconque produit étranger.",Positive
3365,Pas mal comme revêtement le petit soucis c'est qu'on a pas droit a l'erreur en le posant l'adhésif est fort et collant,Positive
2999,Rapport qualité prix de fou!,Positive
4425,Le nettoyage.,Positive
283,"Il y a plus de l'huile que du thon
en plus c'est un mélange des miettes et des morceaux de thon",Negative
2475,c est magnifique,Positive
64,capsules de bonne qualité et bien scellées donc gardent bien leurs arômes.,Positive
483,Bon produit,Positive
4281,Un produit performant,Neutre
4319,"l'appareil est correct, mais la cire est de mauvaise qualité, ça colle même après la douche",Positive
2052,Dommage que la qualité est très moyenne,Negative
3514,Parfait pour usage journalier,Positive
2026,"Je n'aime pas du tout, qualité trés mauvaise avec finition terrible",Negative
1215,Produit au top,Positive
1449,Bon produit,Positive
2806,Bonne qualité,Positive
2731,"Pratique, merci",Positive
3326,Bonne produit,Positive
2716,Elle est bien seulement ki te9lebha la pâte to5rej des côté. Alors vaut mieux ma te9lebhach.,Positive
4199,Très satisfaite Merci,Positive
4160,Bon produit,Neutre
839,Bonne qualité.,Positive
3012,Très bien,Positive
1108,Très bon produit.,Positive
3757,Bon produit,Positive
228,De la très bonne bsissa comme on l’aime!,Positive
542,"J'aime eau de javel 0% chlore, c'est un excellent produit que j'ai utilisé dans ma vie.  Merci.",Positive
4289,Pratique,Positive
3616,Pas tres chaude,Negative
992,Qualité très moyenne ! J'ai déjà testé autre marque way better celui qui est avec un backagging en bleu,Neutre
862,élastiques blanc pas top,Neutre
3693,Facile à appliquer,Positive
2649,"Il répond à la description et à ma demande, je suis très satisfaite",Positive
2630,la ventilation n'est pas au top.,Positive
4346,Un bon produit j'aime bien,Positive
48,Aucun commentaire,Positive
1682,Papiers bulle d'air sans air,Negative
4192,produit de qualité,Positive
3915,à acheter lors des promos uniquement,Neutre
1862,Rien à signaler pour le moment.,Positive
837,Un peu serré,Neutre
1354,j'aime bien,Positive
1050,Très utile,Positive
1442,Très bon rapport qualité prix,Positive
146,Délicieux,Positive
2020,Améliorer la qualité,Negative
1302,C'est bien alcoolisé avec une odeur magnifique.,Positive
1714,Bon produit,Positive
148,"Les meilleures capsules compatbles nespresso en Tunisie avec le meilleur rapport qualité/prix.
Livraison rapide et emballage top!",Positive
4172,parfait en deux mots,Positive
3391,Bonne affaire,Positive
2939,"- Très bon rapport prix/Qualité
- Produit Tunisien, je recommande (Garagiste,chantier ou à domicile)
- l’ampoule est protégé par une couvercle en verre et par par une grille en plastique",Positive
3129,excellent rapport qualite prix,Positive
214,Délicieux et bon.,Positive
3779,"Le mode d emploi n est pas mentionné dans le packaging,",Negative
3539,J'adore vraiment parfait,Positive
3183,De couleur,Positive
2791,"Produit conforme à la description, aux photos et aux avis. Belle finition, excellent emballage, livré rapidement (en avance) et accessoires fournis. Je recommande",Positive
758,Super décapatant,Positive
1734,J'adore l'article,Positive
3670,Bon produit,Negative
3242,Zero qualité. Je suis choquée,Negative
1386,"Très difficile à remplir, le trou par lequel sort le gel est sur le côté, pas dirigé vers la paume de la main, et encore ça ne sort pas",Negative
4408,Pratique,Positive
936,Prix chère,Negative
1498,Rapport qualité prix,Positive
3433,"Manque juste les séparations dans les tiroirs pour diviser chaque tiroir en deux, pour le reste c'est OK",Positive
114,"Le goût du café est moyenne, le chocolat est trop léger, seule la camomille est bonne.",Neutre
2259,Chaleur incroyable,Positive
1172,"Pour certains masques l'élastique se détache. 
Sinon, le produit est bon est efficace.
Merci Jumia",Positive
2930,Qualité et service Top,Positive
3942,"Très bonne couvrance
Couleur très clair",Positive
2221,"Identitique à la photo sauf la couleur qui n&#039;est pas très rouge .
J&#039;aime ",Positive
2962,La lumière n'est pas bien partagé dans la chambre,Negative
1993,Très confortable j'adore,Positive
2410,Pratique de dimensions adequates.,Positive
1130,Le ruban se détache facilement,Negative
1890,rapport qualité/prix null,Neutre
1964,Qualité acceptable et confortable,Positive
1329,Masque de protection très confortable . Je le commande vivement que ce soit quotidiennement et / ou au milieu hospitalier ( les personnels soignants),Positive
4238,Bon produit avec un cadeau gratuit dans le parquet,Positive
1242,Qualité médiocre,Neutre
1201,Merci très rapide la livraison,Positive
61,"Produit conforme 
Livraison rapide",Positive
2072,Je vous conseille,Positive
2340,"Certainement, j'ai trouvé une tâche noir sur le bord heureusement que c'est effacé par lavage",Neutre
382,Satisfaite,Positive
3425,Pratique,Positive
1637,excellent mais dommage la marque BINGO n'existe plus c'est la meilleure pour moi,Positive
2833,Il faut mentionner la longueur maximale et minimale du séparateur. Merci.,Neutre
1463,pas tellement,Neutre
127,Bonne qualité comme dab,Positive
1238,Bonne qualité,Positive
1181,Bon produit,Positive
50,Prix trop élevé,Neutre
4394,Très belle la trousse ! Chouchoute en forme et pratique aussi ! J'ai aimé !,Positive
2846,"la qualite de produit est mediorce 
je l'ai utilise 1 fois et cest tout",Negative
4247,"Encore des gerçures,  change rien",Negative
62,"Très bon café
Rapport qualité prix parfait",Positive
4277,utilisation facile,Positive
4468,"Bon


Odeur douce et tres agreable",Positive
1861,satisfaite,Positive
3380,Lezmou colle,Positive
454,Très bien,Positive
2863,Mon café versé dedans brulant devient tiède au bout de deux heures.,Negative
1390,Produit facile à utiliser et normalement efficace,Positive
2003,Satisfaite,Positive
223,"Je l'ai noté 4/5 alors le produit est excellent ! D'ailleurs j'ai toujours acheté cette marque malgré la publicité des autres marques. J'ai enlevé une étoile pour l'emballage fait à la va vite , je n'ai jamais reçu un colis Jumia dans un tel emballage dommage !",Positive
3222,"Très efficace, Bon rapport qualité prix????",Positive
1954,Bon produit et Confortable.,Positive
4036,Très satisfaite,Positive
145,bon produit,Positive
1960,Très confortable je suis satisfaite,Positive
3506,La qualité,Positive
908,très bon produit,Positive
2377,Bon rapport qualité prix,Positive
981,Bon produit,Positive
646,Rapport qualité/prix satifaisant.,Positive
1363,"Conviennent à des adultes
Attendant la durabilité",Positive
